row_index,issue,repo_path,stroke_type,action_folder
419,stroke_folder_mismatch,VIDEO_RGB/kick_service/p30_serkick_s3.avi,serkick,kick_service
420,stroke_folder_mismatch,VIDEO_RGB/kick_service/p31_serkick_s1.avi,serkick,kick_service
421,stroke_folder_mismatch,VIDEO_RGB/kick_service/p31_serkick_s2.avi,serkick,kick_service
422,stroke_folder_mismatch,VIDEO_RGB/kick_service/p31_serkick_s3.avi,serkick,kick_service
423,stroke_folder_mismatch,VIDEO_RGB/kick_service/p32_serkick_s1.avi,serkick,kick_service
424,stroke_folder_mismatch,VIDEO_RGB/kick_service/p32_serkick_s2.avi,serkick,kick_service
425,stroke_folder_mismatch,VIDEO_RGB/kick_service/p32_serkick_s3.avi,serkick,kick_service
426,stroke_folder_mismatch,VIDEO_RGB/kick_service/p33_serkick_s1.avi,serkick,kick_service
427,stroke_folder_mismatch,VIDEO_RGB/kick_service/p33_serkick_s2.avi,serkick,kick_service
428,stroke_folder_mismatch,VIDEO_RGB/kick_service/p33_serkick_s3.avi,serkick,kick_service
429,stroke_folder_mismatch,VIDEO_RGB/kick_service/p34_serkick_s1.avi,serkick,kick_service
430,stroke_folder_mismatch,VIDEO_RGB/kick_service/p34_serkick_s2.avi,serkick,kick_service
431,stroke_folder_mismatch,VIDEO_RGB/kick_service/p34_serkick_s3.avi,serkick,kick_service
432,stroke_folder_mismatch,VIDEO_RGB/kick_service/p35_serkick_s1.avi,serkick,kick_service
433,stroke_folder_mismatch,VIDEO_RGB/kick_service/p35_serkick_s2.avi,serkick,kick_service
434,stroke_folder_mismatch,VIDEO_RGB/kick_service/p35_serkick_s3.avi,serkick,kick_service
435,stroke_folder_mismatch,VIDEO_RGB/kick_service/p36_serkick_s1.avi,serkick,kick_service
436,stroke_folder_mismatch,VIDEO_RGB/kick_service/p36_serkick_s2.avi,serkick,kick_service
437,stroke_folder_mismatch,VIDEO_RGB/kick_service/p36_serkick_s3.avi,serkick,kick_service
438,stroke_folder_mismatch,VIDEO_RGB/kick_service/p37_serkick_s1.avi,serkick,kick_service
439,stroke_folder_mismatch,VIDEO_RGB/kick_service/p37_serkick_s2.avi,serkick,kick_service
440,stroke_folder_mismatch,VIDEO_RGB/kick_service/p37_serkick_s3.avi,serkick,kick_service
441,stroke_folder_mismatch,VIDEO_RGB/kick_service/p38_serkick_s1.avi,serkick,kick_service
442,stroke_folder_mismatch,VIDEO_RGB/kick_service/p38_serkick_s2.avi,serkick,kick_service
443,stroke_folder_mismatch,VIDEO_RGB/kick_service/p38_serkick_s3.avi,serkick,kick_service
444,stroke_folder_mismatch,VIDEO_RGB/kick_service/p39_serkick_s1.avi,serkick,kick_service
445,stroke_folder_mismatch,VIDEO_RGB/kick_service/p39_serkick_s2.avi,serkick,kick_service
446,stroke_folder_mismatch,VIDEO_RGB/kick_service/p39_serkick_s3.avi,serkick,kick_service
447,stroke_folder_mismatch,VIDEO_RGB/kick_service/p40_serkick_s1.avi,serkick,kick_service
448,stroke_folder_mismatch,VIDEO_RGB/kick_service/p40_serkick_s2.avi,serkick,kick_service
449,stroke_folder_mismatch,VIDEO_RGB/kick_service/p40_serkick_s3.avi,serkick,kick_service
450,stroke_folder_mismatch,VIDEO_RGB/kick_service/p41_serkick_s1.avi,serkick,kick_service
451,stroke_folder_mismatch,VIDEO_RGB/kick_service/p41_serkick_s2.avi,serkick,kick_service
452,stroke_folder_mismatch,VIDEO_RGB/kick_service/p41_serkick_s3.avi,serkick,kick_service
453,stroke_folder_mismatch,VIDEO_RGB/kick_service/p42_serkick_s1.avi,serkick,kick_service
454,stroke_folder_mismatch,VIDEO_RGB/kick_service/p42_serkick_s2.avi,serkick,kick_service
455,stroke_folder_mismatch,VIDEO_RGB/kick_service/p42_serkick_s3.avi,serkick,kick_service
456,stroke_folder_mismatch,VIDEO_RGB/kick_service/p43_serkick_s1.avi,serkick,kick_service
457,stroke_folder_mismatch,VIDEO_RGB/kick_service/p43_serkick_s2.avi,serkick,kick_service
458,stroke_folder_mismatch,VIDEO_RGB/kick_service/p43_serkick_s3.avi,serkick,kick_service
459,stroke_folder_mismatch,VIDEO_RGB/kick_service/p44_serkick_s1.avi,serkick,kick_service
460,stroke_folder_mismatch,VIDEO_RGB/kick_service/p44_serkick_s2.avi,serkick,kick_service
461,stroke_folder_mismatch,VIDEO_RGB/kick_service/p44_serkick_s3.avi,serkick,kick_service
462,stroke_folder_mismatch,VIDEO_RGB/kick_service/p45_serkick_s1.avi,serkick,kick_service
463,stroke_folder_mismatch,VIDEO_RGB/kick_service/p45_serkick_s2.avi,serkick,kick_service
464,stroke_folder_mismatch,VIDEO_RGB/kick_service/p45_serkick_s3.avi,serkick,kick_service
465,stroke_folder_mismatch,VIDEO_RGB/kick_service/p46_serkick_s1.avi,serkick,kick_service
466,stroke_folder_mismatch,VIDEO_RGB/kick_service/p46_serkick_s2.avi,serkick,kick_service
467,stroke_folder_mismatch,VIDEO_RGB/kick_service/p46_serkick_s3.avi,serkick,kick_service
468,stroke_folder_mismatch,VIDEO_RGB/kick_service/p47_serkick_s1.avi,serkick,kick_service
469,stroke_folder_mismatch,VIDEO_RGB/kick_service/p47_serkick_s2.avi,serkick,kick_service
470,stroke_folder_mismatch,VIDEO_RGB/kick_service/p47_serkick_s3.avi,serkick,kick_service
471,stroke_folder_mismatch,VIDEO_RGB/kick_service/p48_serkick_s1.avi,serkick,kick_service
472,stroke_folder_mismatch,VIDEO_RGB/kick_service/p48_serkick_s2.avi,serkick,kick_service
473,stroke_folder_mismatch,VIDEO_RGB/kick_service/p48_serkick_s3.avi,serkick,kick_service
474,stroke_folder_mismatch,VIDEO_RGB/kick_service/p49_serkick_s1.avi,serkick,kick_service
475,stroke_folder_mismatch,VIDEO_RGB/kick_service/p49_serkick_s2.avi,serkick,kick_service
476,stroke_folder_mismatch,VIDEO_RGB/kick_service/p49_serkick_s3.avi,serkick,kick_service
477,stroke_folder_mismatch,VIDEO_RGB/kick_service/p50_serkick_s1.avi,serkick,kick_service
478,stroke_folder_mismatch,VIDEO_RGB/kick_service/p50_serkick_s2.avi,serkick,kick_service
479,stroke_folder_mismatch,VIDEO_RGB/kick_service/p50_serkick_s3.avi,serkick,kick_service
480,stroke_folder_mismatch,VIDEO_RGB/kick_service/p51_serkick_s1.avi,serkick,kick_service
481,stroke_folder_mismatch,VIDEO_RGB/kick_service/p51_serkick_s2.avi,serkick,kick_service
482,stroke_folder_mismatch,VIDEO_RGB/kick_service/p51_serkick_s3.avi,serkick,kick_service
483,stroke_folder_mismatch,VIDEO_RGB/kick_service/p52_serkick_s1.avi,serkick,kick_service
484,stroke_folder_mismatch,VIDEO_RGB/kick_service/p52_serkick_s2.avi,serkick,kick_service
485,stroke_folder_mismatch,VIDEO_RGB/kick_service/p52_serkick_s3.avi,serkick,kick_service
486,stroke_folder_mismatch,VIDEO_RGB/kick_service/p53_serkick_s1.avi,serkick,kick_service
487,stroke_folder_mismatch,VIDEO_RGB/kick_service/p53_serkick_s2.avi,serkick,kick_service
488,stroke_folder_mismatch,VIDEO_RGB/kick_service/p53_serkick_s3.avi,serkick,kick_service
489,stroke_folder_mismatch,VIDEO_RGB/kick_service/p54_serkick_s1.avi,serkick,kick_service
490,stroke_folder_mismatch,VIDEO_RGB/kick_service/p54_serkick_s2.avi,serkick,kick_service
491,stroke_folder_mismatch,VIDEO_RGB/kick_service/p54_serkick_s3.avi,serkick,kick_service
492,stroke_folder_mismatch,VIDEO_RGB/kick_service/p55_serkick_s1.avi,serkick,kick_service
493,stroke_folder_mismatch,VIDEO_RGB/kick_service/p55_serkick_s2.avi,serkick,kick_service
494,stroke_folder_mismatch,VIDEO_RGB/kick_service/p55_serkick_s3.avi,serkick,kick_service
